,delay,k_scale,sd,NRMSE,median,R1
275,4.0,0.1,0.1357,0.9411505853342708,0.07950230839429617,0.9996069118523052
276,4.0,0.1,0.2236,0.9433247784790751,-0.13851463001559056,0.9989969527363545
277,4.0,0.1,0.3684,0.9423281302661823,0.24713166847406293,0.9977160559416478
278,4.0,0.1,0.607,0.9421617061251508,-0.04000552208490446,0.9924460110991631
279,4.0,0.1,1.0,0.9429739227374152,0.06651796894620549,0.9787351157612918
280,4.0,0.2,0.0,0.9377301209201653,0.12356100007894778,0.9999999885178213
281,4.0,0.2,0.05,0.9373939461248681,-0.0449147066165933,0.9999872483895134
282,4.0,0.2,0.0824,0.9377305676377977,0.018816053692809143,0.9999724791833492
283,4.0,0.2,0.1357,0.9378492984422543,0.03557258903537666,0.9999037491130023
284,4.0,0.2,0.2236,0.937862798771575,0.0671082483523533,0.9997452258626731
285,4.0,0.2,0.3684,0.9377786958368354,-0.022475292191016905,0.9994347456415177
286,4.0,0.2,0.607,0.9377340797698073,0.13116336012857233,0.9982306006462386
287,4.0,0.2,1.0,0.9376623705785073,-0.11146193231923437,0.9949167600074027
288,4.0,0.3,0.0,0.9245462771312662,0.018200451156167557,0.9999999903931174
289,4.0,0.3,0.05,0.9245301069544108,0.027934168129157277,0.9999942669569649
290,4.0,0.3,0.0824,0.9238552267162375,-0.13893449439367067,0.9999880921770969
291,4.0,0.3,0.1357,0.9248941656738678,0.2095390932371849,0.9999567878939122
292,4.0,0.3,0.2236,0.9234310957177103,-0.10764743357430634,0.9998874522078908
293,4.0,0.3,0.3684,0.9250916992452908,-0.1261540736898282,0.9997587846894068
294,4.0,0.3,0.607,0.9261366790598987,0.021485852855565563,0.9991863821505612
295,4.0,0.3,1.0,0.9245462230733293,-0.20682148238512213,0.9977800291037839
296,4.0,0.4,0.0,0.8974860688621533,-0.7051965132603102,0.9999999915658115
297,4.0,0.4,0.05,0.8990041118781338,0.28390411757999146,0.9999968766340257
298,4.0,0.4,0.0824,0.8966963040791849,0.13143062806044392,0.9999931636601649
299,4.0,0.4,0.1357,0.8955784353456339,-0.5618114946144167,0.9999763863967507
300,4.0,0.4,0.2236,0.8996330100405999,-0.13522921038945945,0.9999395569092816
301,4.0,0.4,0.3684,0.8964740025509389,-0.33807628668752593,0.9998614090842387
302,4.0,0.4,0.607,0.8937530452334436,-0.03474422315256324,0.9995395543856384
303,4.0,0.4,1.0,0.8961256299543087,0.4727706692479321,0.9987642682095564
304,4.0,0.5,0.0,0.8724888162891545,-0.12392910470129674,0.9999999919034059
305,4.0,0.5,0.05,0.8732176632751792,-0.12052898381833099,0.9999980438551072
306,4.0,0.5,0.0824,0.8715880330235306,0.3247173273267891,0.9999956382230158
307,4.0,0.5,0.1357,0.8728738072252271,0.2461516860681257,0.9999848829138158
308,4.0,0.5,0.2236,0.8742065631010959,-0.32255844727675886,0.999960104154175
309,4.0,0.5,0.3684,0.8720660903756975,-0.018112702930406677,0.9999047549635702
310,4.0,0.5,0.607,0.8721423384607264,-0.3760064549976272,0.9997198375383183
311,4.0,0.5,1.0,0.8736175357880828,0.3390534799472962,0.9992125533615136
312,4.0,0.6,0.0,0.8560525573742118,0.052609938011017,0.9999999924839715
313,4.0,0.6,0.05,0.8549891462620975,0.0021941231544517076,0.999998595560906
314,4.0,0.6,0.0824,0.8557631990559661,-0.1417692153620425,0.9999970189909203
315,4.0,0.6,0.1357,0.8558873225400454,0.2804345968086562,0.9999893139435256
316,4.0,0.6,0.2236,0.8562853024429368,0.032695979184785506,0.9999725733801298
317,4.0,0.6,0.3684,0.856612021151612,0.045593715096128945,0.9999375175265401
318,4.0,0.6,0.607,0.8549188458509864,0.05089287676918998,0.9998090188234969
319,4.0,0.6,1.0,0.8556534447709742,-0.346688484474932,0.9994481544896483
320,4.0,0.7,0.0,0.8507815293090801,-0.02781159336354891,0.9999999924505872
321,4.0,0.7,0.05,0.8502888683195857,-0.07305977499366499,0.9999989616033004
322,4.0,0.7,0.0824,0.8503902719744564,-0.14039607041432364,0.9999977705554711
323,4.0,0.7,0.1357,0.8504543917715242,0.09282459164773381,0.9999923387655852
324,4.0,0.7,0.2236,0.8503936968857864,-0.02493691160693165,0.9999797398905089
325,4.0,0.7,0.3684,0.8506593367058705,-0.16637453579168085,0.9999538716027994
326,4.0,0.7,0.607,0.8502887400856056,-0.07164917303703146,0.9998533352962601
327,4.0,0.7,1.0,0.8502987496321174,0.10787596571879085,0.9995970342844663
328,4.0,0.8,0.0,0.8516149530445368,-0.023060169134180068,0.9999999924926051
329,4.0,0.8,0.05,0.8521027694549032,0.13331842497118154,0.9999991957585201
