,L,lambda,sd,NRMSE,median,R1
180,2.0,3.0,0.0,1.0218371684394236,-2.507322689349025e-06,1.0000000000000002
181,2.0,3.0,0.05,0.956640090926979,-0.9823459500952466,0.9998517588598351
182,2.0,3.0,0.1,0.9591785803593704,-0.3161669145493853,0.9994761729562882
183,2.0,3.0,0.2,0.9592850444361012,-0.13625140041992062,0.9980238106530588
184,2.0,3.0,0.3,0.9159208229919638,-0.9009988822388177,0.9954577885714538
185,2.0,3.0,0.5,0.8977370717094909,-0.2592297490765366,0.9829678272427017
186,2.0,3.0,0.7,0.8806864182609037,-0.2386781974722127,0.9649904620714373
187,2.0,3.0,1.0,1.0761262289485987,0.1821303011209218,0.8997429436493591
188,2.0,3.0,1.5,2.8193088355770195,8.279848899626076e-05,0.8012937525160919
189,2.0,3.0,2.0,7898.611533320813,-0.014114784043116405,0.2129961813399026
190,2.0,3.0,3.0,2959.3867247929875,-0.0018592647842826666,0.06768727873974967
191,2.0,3.0,5.0,1680.0378637173874,-0.0004968787187134356,0.08776519146401762
192,2.0,4.0,0.0,1.0218244823668818,-1.9086272883594203e-06,1.0
193,2.0,4.0,0.05,0.9392041221299501,-1.2996664851541144,0.9999166349638575
194,2.0,4.0,0.1,0.9427598240331834,-0.4462899677128206,0.9997055740665517
195,2.0,4.0,0.2,0.94331283595203,-0.11553643772519165,0.9988915838337787
196,2.0,4.0,0.3,0.9234225501434701,-0.32682917457682764,0.9974641759657724
197,2.0,4.0,0.5,0.8615405299287633,-0.5334054516797003,0.9906671465733027
198,2.0,4.0,0.7,0.8654005485946048,0.1433810011547551,0.9814073791354081
199,2.0,4.0,1.0,0.8231234945162483,-0.7967218107196014,0.9584216937629403
200,2.0,4.0,1.5,0.8330362813714441,-0.874750017717995,0.9088875104467566
201,2.0,4.0,2.0,1.830178866186693,0.00023768644054404214,0.6799564236937695
202,2.0,4.0,3.0,218.55134534607015,-0.0016842586463436007,0.18621055324616742
203,2.0,4.0,5.0,2848.728633400547,0.005394330388430207,0.10384700710248515
204,2.0,5.0,0.0,1.0218014588234237,-1.520938248464379e-06,1.0000000000000002
205,2.0,5.0,0.05,0.9216630911285594,-1.4605154422419355,0.9999466531126244
206,2.0,5.0,0.1,0.9255304600956509,-0.5542468135322582,0.9998116365308798
207,2.0,5.0,0.2,0.9263061825063221,-0.09301179749862803,0.9992915359433867
208,2.0,5.0,0.3,0.91799074724586,-0.5171341618876324,0.9983825974286078
209,2.0,5.0,0.5,0.8338460032519756,-0.7958339125018982,0.9940954954299276
210,2.0,5.0,0.7,0.8323752564942476,-0.032638766104046535,0.9883808011371379
211,2.0,5.0,1.0,0.7874116812120686,-0.8543163784579642,0.9752119076940122
212,2.0,5.0,1.5,0.7690642003937868,-0.016650186904978603,0.9520498286274516
213,2.0,5.0,2.0,0.8001308714081482,0.2335185408758993,0.8539703362738038
214,2.0,5.0,3.0,6.876920307931557,-5.2772998403843665e-05,0.5371111116967662
215,2.0,5.0,5.0,39.90012672545231,-0.0003219059303410667,0.18430288984447027
216,2.0,6.0,0.0,1.0217992332576014,-1.2462217575361008e-06,1.0
217,2.0,6.0,0.05,0.9045943851944037,-1.6740143568838173,0.9999629563844635
218,2.0,6.0,0.1,0.9079204012199961,-0.6873993823506785,0.9998692190656181
219,2.0,6.0,0.2,0.9089463864032713,-0.139289203971024,0.9995083529007646
220,2.0,6.0,0.3,0.9048373808759516,-0.3934364985500177,0.9988788578105018
221,2.0,6.0,0.5,0.8238565801201546,-1.5361357025735969,0.9959247101247952
